"id_klienta"	"imie"	"nazwisko"	"prefix_nip"	"NIP"	"wojewodztwo"	"kod"	"miejscowosc"	"ulica"	"nr_domu"
"RaTy19003"	"Racimir"	"Tyrlicz"	955	"955-184-35-55"	"slaskie"	"61-854"	"Cetun"	"Al. Slowianska"	14
"RaWl3116"	"Rainer"	"Wlislo"	237	"237-195-71-30"	"zachodniopomorskie"	"05-504"	"Konopiska"	"ul. Barona Jana"	12
"ReCz15341"	"Rena"	"Czerchawy"	791	"791-113-45-42"	"podlaskie"	"09-146"	"Prusowy Borek"	"Os. Bereki"	155
"ReMa6677"	"Rena"	"Matkowski"	397	"397-567-83-84"	"slaskie"	"05-190"	"Czestochowa"	"Al. Armii Ludowej"	25
"ReMi12271"	"Rena"	"Misida"	652	"652-321-75-910"	"dolnoslaskie"	"27-570"	"Ustron"	"Os. Wyzwolenia"	74
"RoAn9277"	"Roksana"	"Andrudzkiewicz"	516	"516-258-66-71"	"kujawsko-pomorskie"	"12-220"	"Kielce"	"ul. Augustowska"	93
"RoAr13742"	"Rozalia"	"Arslanow"	721	"721-444-68-14"	"pomorskie"	"81-120"	"Monki"	"ul. 6 Sierpnia"	113
"RoBo17051"	"Roksana"	"Bodaronek"	866	"866-657-15-53"	"lubelskie"	"22-235"	"Warszawa"	"Park zolnierzy zywiciela"	80
"RoBo18630"	"Ronald"	"Bortliczek"	938	"938-568-49-55"	"mazowieckie"	"05-100"	"Warszawa"	"ul. Arctowskiego Henryka"	44
"RoBo9562"	"Roman"	"Bondosz"	529	"529-415-91-73"	"podlaskie"	"67-210"	"Gora"	"ul. Antoniewska"	111
"RoCh5913"	"Romualda"	"Christophersen"	362	"362-811-17-98"	"slaskie"	"34-340"	"Stare Kozlowo"	"ul. Bartla Wojciecha Marii (Profesora Wojciecha Marii Bartla)"	85
"RoCy5575"	"Roscigniew"	"Cylinc"	348	"348-828-59-79"	"warminsko-mazurskie"	"02-969"	"Nowiny"	"Pl. Parkowy"	4
"RoDr869"	"Roma"	"Dragunas"	139	"139-588-88-91"	"podkarpackie"	"66-600"	"Niwiska"	"ul. Armii Krajowej"	41
"RoJa4966"	"Rozalia"	"Jasiora"	321	"321-823-65-14"	"pomorskie"	"04-772"	"Blazkow"	"Pl. Konstytucji 3 Maja"	36
"RoJa8843"	"Rodryk"	"Jadanowski"	497	"497-867-32-70"	"slaskie"	"10-857"	"Wola Rzeplinska"	"ul. Andersa Wladyslawa (Generala Wladyslawa Andersa)"	69
"RoOs1238"	"Rozalia"	"Osios"	156	"156-797-37-82"	"pomorskie"	"36-050"	"Wroclaw"	"Pl. Staszica Stanislawa"	55
"RoPy15095"	"Robert"	"Pypke"	779	"779-368-49-90"	"dolnoslaskie"	"90-568"	"Krakow"	"Os. Zielone"	146
"RoSi18063"	"Roza"	"Siewers"	913	"913-326-94-21"	"mazowieckie"	"73-130"	"Zascianki"	"ul. Barlickiego Norberta"	45
"RoSi9565"	"Romeo"	"Sibiliski"	529	"529-535-78-54"	"mazowieckie"	"62-704"	"Czestochowa"	"Al. Gornikow Staszicowskich"	75
"RoSt13236"	"Roscimir"	"Studentkowski"	696	"696-242-67-45"	"mazowieckie"	"66-307"	"Aleksandrowek"	"Pl. Wolnosci"	118
"RoSz15470"	"Rozyna"	"Szczerbiak"	796	"796-381-78-24"	"zachodniopomorskie"	"59-305"	"Badkowo Jeziorne"	"Pl. Jana Pawla II"	135
"RoTr15509"	"Roberta"	"Traeger"	797	"797-894-56-98"	"slaskie"	"87-410"	"Warszawa"	"ul. Akacjowa"	58
"RoZa17693"	"Rozalia"	"Zachmyc"	895	"895-181-87-35"	"slaskie"	"00-082"	"Wola Skromowska"	"Al. Gornikow Staszicowskich"	9
"RuDb19446"	"Rudolfina"	"Dbara"	975	"975-497-55-20"	"slaskie"	"41-219"	"Krzyzanowice"	"Pl. Zdrojowy"	30
"RuFu14733"	"Ruben"	"Futyna"	764	"764-564-55-610"	"malopolskie"	"15-507"	"Plock"	"ul. 1 Maja"	112
"RuMa13339"	"Rut"	"Matlakiewicz"	701	"701-748-53-13"	"podlaskie"	"03-612"	"Dabrowa"	"Al. Jana Pawla II"	54
"RuPa12904"	"Rufus"	"Pazdziorska"	681	"681-145-14-61"	"kujawsko-pomorskie"	"16-200"	"Reguly"	"Planty Jana Kazimierza"	89
"RuPy10429"	"Rufina"	"Pyrcidis"	568	"568-637-68-50"	"opolskie"	"57-340"	"Ruda"	"ul. Akademicka"	39
"RuRz10747"	"Rudolf"	"Rzeszytek"	584	"584-131-54-66"	"slaskie"	"44-100"	"Bialystok"	"ul. Asfaltowa"	36
"RuSz12608"	"Rudolfina"	"Sztembowski"	666	"666-972-87-61"	"slaskie"	"11-410"	"Lesna-Stara Wies"	"ul. Andyjska"	54
"RuSz15611"	"Rufus"	"Szuwala"	802	"802-546-51-13"	"dolnoslaskie"	"42-270"	"Kaweczyn"	"Os. Pod Lipami"	107
"RyMi15987"	"Ryszarda"	"Misdziol"	818	"818-813-24-21"	"malopolskie"	"83-221"	"Brodziszow"	"Os. Rzeczypospolitej"	38
"RyPa13981"	"Ryszard"	"Parchaniak"	731	"731-743-23-38"	"wielkopolskie"	"99-434"	"Ostroleka"	"Pl. 1 Maja"	81
"RyRo749"	"Rygobert"	"Rosiejewski"	133	"133-571-19-79"	"opolskie"	"27-641"	"Czerwonka"	"ul. Baldygi Antoniego"	84
"SaBa10229"	"Saul"	"Barasiewicz"	559	"559-859-42-510"	"slaskie"	"85-788"	"Sadlowo"	"ul. Ametystowa"	64
"SaBa11121"	"Sadomir"	"Barndt"	601	"601-472-79-85"	"dolnoslaskie"	"58-512"	"Gdansk"	"Al. Armii Krajowej"	51
"SaBr8660"	"Saul"	"Brudlowska"	489	"489-682-69-39"	"mazowieckie"	"18-413"	"Ksiaznik"	"Al. Piastow"	150
"SaFi18011"	"Sawa"	"Fiedonczuk"	911	"911-172-59-75"	"lubelskie"	"87-704"	"Godlewo-Warsze"	"ul. A8"	56
"SaFi1956"	"Salome"	"Fiedukowski"	186	"186-988-17-310"	"mazowieckie"	"94-001"	"Marzysz"	"ul. Akademicka"	70
"SaFr1539"	"Sadzimir"	"Fratkiewicz"	168	"168-979-25-50"	"mazowieckie"	"18-100"	"Opole"	"ul. Anielewicza Mordechaja"	98
"SaGi9933"	"Samanta"	"Giewel"	545	"545-463-42-18"	"swietokrzyskie"	"54-701"	"Chociejow"	"Os. Mazurskie"	95
"SaJu4182"	"Sabin"	"Juzaszek"	285	"285-768-26-22"	"mazowieckie"	"80-809"	"Przywoz"	"Al. Jerozolimskie"	138
"SaKo17046"	"Salomon"	"Kobrynczuk"	866	"866-582-96-21"	"lubelskie"	"63-200"	"Bytom"	"Al. Jerozolimskie"	116
"SaKu19039"	"Samanta"	"Kuflikowski"	956	"956-724-94-84"	"malopolskie"	"23-212"	"Siemianowo"	"Al. Klonowa"	67
"SaLi19515"	"Samson"	"Lipowczyk"	978	"978-331-82-36"	"lodzkie"	"38-606"	"Jaworzno"	"Pl. Gladbeck"	66
"SaLu2880"	"Sabina"	"Luboczynska"	227	"227-512-86-84"	"slaskie"	"43-100"	"Warszawa"	"ul. Akacjowa"	65
"SaMu6964"	"Sabina"	"Mulbuj"	411	"411-112-15-210"	"kujawsko-pomorskie"	"05-504"	"Wysoka Lelowska"	"ul. 3 Maja"	150
"SaSk11678"	"Samanta"	"Skowik"	624	"624-842-17-26"	"mazowieckie"	"33-314"	"Opole"	"ul. Bacewicz Grazyny"	44
"SaSk19300"	"Samuel"	"Skoworoda"	968	"968-848-21-42"	"slaskie"	"39-110"	"Jelonek"	"ul. 3 Maja"	74
"SaTr17725"	"Salomon"	"Trybulowicz"	896	"896-437-41-43"	"mazowieckie"	"22-540"	"Rogozewek"	"Al. Armii Krajowej"	73
"SaWa14199"	"Sadomir"	"Waszaj"	739	"739-384-51-74"	"swietokrzyskie"	"05-505"	"Warszawa"	"ul. Andersa Wladyslawa (Generala Wladyslawa Andersa)"	2
"SaWa8080"	"Salomon"	"Wakolowski"	462	"462-196-23-70"	"mazowieckie"	"31-580"	"Czestochowa"	"Os. Tysiaclecia"	78
"SaWe12929"	"Sadoslaw"	"Weywer"	682	"682-216-42-80"	"slaskie"	"82-550"	"Dabrowa"	"Pl. Wolnosci"	26
"ScDo6847"	"Scholastyka"	"Dolmant"	405	"405-212-93-34"	"zachodniopomorskie"	"30-737"	"Kucerz"	"Al. Pilsudskiego Jozefa (Marszalka Jozefa Pilsudskiego)"	55
"scNa16747"	"scibora"	"Nadorkiewicz"	853	"853-222-24-49"	"mazowieckie"	"31-054"	"Pila"	"Os. Wichrowe Wzgorze"	88
"scRa198"	"scibor"	"Radycha"	108	"108-728-75-78"	"wielkopolskie"	"26-060"	"Suwalki"	"Pl. Grunwaldzki"	16
"ScWo11710"	"Scholastyka"	"Wolonik"	625	"625-678-39-61"	"mazowieckie"	"93-425"	"zory"	"Al. Kosciuszki Tadeusza"	139
"SeBi3417"	"Sewera"	"Bichta"	251	"251-162-81-20"	"mazowieckie"	"05-800"	"Szczecin"	"Bulw. Elblaski"	97
"SeCh5305"	"Selma"	"Chalminski"	337	"337-119-99-74"	"wielkopolskie"	"89-430"	"Tarnowskie Gory"	"ul. Bagienna"	104
"SeDm15833"	"Sedzislaw"	"Dmitrjuk"	812	"812-199-91-210"	"podlaskie"	"32-410"	"Nowa Wies"	"Park Sobieskiego Jana III"	134
"SeDy18668"	"Sebastian"	"Dyny"	941	"941-229-23-99"	"wielkopolskie"	"31-985"	"Koszalin"	"Al. 1 Maja"	8
"SeKo18975"	"Sergiusz"	"Konopczyk"	954	"954-226-56-10"	"pomorskie"	"28-425"	"Stary Nart"	"ul. Asnyka Adama"	148
"SeKo7581"	"Sewer"	"Korotarz"	438	"438-368-39-72"	"slaskie"	"60-461"	"Sienno"	"ul. 11 Listopada"	150
"SeKr13240"	"Seweryna"	"Krychowicz"	696	"696-475-17-65"	"wielkopolskie"	"36-002"	"Konstantynowka"	"Os. 2 Pulku Lotniczego"	86
"SeNe8837"	"Sedzislawa"	"Nemlek"	497	"497-768-22-29"	"lodzkie"	"52-311"	"Skotniki"	"ul. 1 Maja"	32
"SePr12237"	"Selma"	"Przedpelka"	649	"649-817-61-82"	"swietokrzyskie"	"02-490"	"Puszczew"	"ul. 23 Stycznia"	18
"SeRa7193"	"Sedziwoj"	"Radak"	421	"421-271-48-64"	"dolnoslaskie"	"44-251"	"Radom"	"Os. Kalinowe"	148
"SeWe12811"	"Sergiusz"	"Wegners"	676	"676-133-69-52"	"mazowieckie"	"44-200"	"Lublin"	"ul. Asfaltowa"	67
"SiAk5923"	"Siecieslawa"	"Aktorowicz"	363	"363-227-89-61"	"warminsko-mazurskie"	"49-314"	"Proszkow"	"Pl. Witosa Wincentego"	100
"SiBa16966"	"Siemislaw"	"Balczewski"	863	"863-248-95-51"	"zachodniopomorskie"	"97-400"	"Bytom"	"ul. Armii Krajowej"	151
"SiCh1033"	"Sieroslaw"	"Chabowski"	147	"147-263-43-79"	"mazowieckie"	"63-700"	"lynski Mlyn"	"Al. Przyjazni"	134
"SiFa9985"	"Sieroslaw"	"Falger"	547	"547-481-22-32"	"lodzkie"	"74-210"	"Truskolasy-Olszyna"	"Pl. Powstancow Wielkopolskich"	49
"SiGr7542"	"Siemislaw"	"Grenzlik"	436	"436-492-75-31"	"pomorskie"	"89-240"	"Czarna Gorna"	"ul. Armii Krajowej"	129
"SiHu11027"	"Sieroslaw"	"Hurka"	596	"596-254-96-25"	"kujawsko-pomorskie"	"47-420"	"Zgierz"	"Pl. Skrzeka i Wojcika"	65
"SiKr16020"	"Siemiodrog"	"Krzelewski"	821	"821-128-28-21"	"podlaskie"	"82-316"	"swietochlowice"	"ul. Artylerzystow"	139
"SiNa2791"	"Sieroslawa"	"Nadziej"	223	"223-885-26-29"	"zachodniopomorskie"	"47-260"	"Olsztyn"	"Rynek Debnicki"	13
"SiPl2714"	"Siecieslawa"	"Plastowski"	219	"219-371-36-20"	"podlaskie"	"32-600"	"Zator"	"Rynek Rynek"	152
"SiSp19391"	"Siemowit"	"Spausta"	973	"973-758-54-310"	"slaskie"	"41-923"	"Golanki"	"ul. 1 Maja"	106
"SiSt14941"	"Siemiodrog"	"Stempien"	773	"773-431-75-89"	"wielkopolskie"	"41-806"	"Stary sleszow"	"Al. Jerozolimskie"	49
"SiSz10748"	"Siemirad"	"Szredzki"	584	"584-148-66-610"	"slaskie"	"02-301"	"Baranowo"	"ul. Bankowa"	115
"SiTr9137"	"Siemowit"	"Trzcioka"	509	"509-764-13-97"	"warminsko-mazurskie"	"06-452"	"zywkowo"	"Al. 1 Maja"	79
"SiWa17262"	"Siecieslawa"	"Walochnik"	875	"875-554-81-36"	"podlaskie"	"05-070"	"Krakow"	"Al. Jana Pawla II"	64
"SlBr15324"	"Slawomir"	"Bromka"	789	"789-515-23-92"	"mazowieckie"	"04-410"	"Kowalew"	"Al. Kaliskiego Sylwestra (Profesora Sylwestra Kaliskiego)"	123
"SlKo14396"	"Slawomira"	"Kosiorzemski"	749	"749-541-26-51"	"mazowieckie"	"42-209"	"Jerzmanice-Zdroj"	"ul. Anna"	46
"SlKo9962"	"Slawomira"	"Kosydor"	546	"546-567-62-110"	"malopolskie"	"42-600"	"lodz"	"Al. Wojska Polskiego"	141
"SlSm1721"	"Slawomira"	"Smazek"	177	"177-256-24-48"	"podlaskie"	"63-505"	"Grodzisko"	"Os. Szkolne"	126
"SlSm9679"	"Slawosz"	"Smatek"	534	"534-617-38-84"	"dolnoslaskie"	"10-038"	"Dobroszow Maly"	"Al. Jerozolimskie"	72
"SlZa263"	"Slawoj"	"Zastepinski"	112	"112-691-71-45"	"zachodniopomorskie"	"05-400"	"lapy"	"Rynek Rynek"	46
"Slze9627"	"Slawomira"	"zerebna"	532	"532-832-74-89"	"opolskie"	"38-350"	"Wolka Kosowska"	"ul. Arnsztajnowej Franciszki"	1
"SoBo12233"	"Sobieslawa"	"Bonczol"	649	"649-712-57-80"	"pomorskie"	"32-742"	"Rzyczkowo"	"Pl. Panny Marii"	53
"SoNi4280"	"Sofroniusz"	"Niebiosa"	289	"289-114-16-47"	"dolnoslaskie"	"55-140"	"Mszczonow"	"Os. Armii Krajowej"	4
"SoSl3541"	"Sobieslaw"	"Sloneczny"	257	"257-146-18-610"	"mazowieckie"	"41-940"	"Wloclawek"	"Os. Armii Krajowej"	133
"SoSy268"	"Soter"	"Syryjczak"	113	"113-129-91-93"	"mazowieckie"	"97-217"	"Lublin"	"Os. Centrum C"	148
"SoWa1144"	"Sobiesad"	"Wahala"	153	"153-238-52-910"	"podlaskie"	"41-205"	"Mackowa Ruda"	"Os. Bohaterow Tobruku"	128
"SpHe12592"	"Spycimir"	"Hegedusz"	666	"666-371-79-57"	"dolnoslaskie"	"37-710"	"W Ogrodach"	"ul. Albatrosow"	102
"StCi6131"	"Stanislawa"	"Cielechowicz"	372	"372-912-43-83"	"mazowieckie"	"73-110"	"Bialystok"	"Al. Sikorskiego Wladyslawa (Generala Wladyslawa Sikorskiego)"	47
"StCz12784"	"Stojmir"	"Czyganowski"	674	"674-779-93-31"	"mazowieckie"	"05-140"	"Gdansk"	"ul. 2 Pazdziernika"	101
"StDr11356"	"Stefania"	"Draczenko"	611	"611-284-89-39"	"wielkopolskie"	"32-800"	"Katy Wegierskie"	"Os. Zwyciestwa"	126
"StGu7901"	"Stojslaw"	"Gunweniuk"	454	"454-419-16-81"	"mazowieckie"	"62-530"	"Lasmiady"	"Os. Widok"	37
"StHa6340"	"Stefania"	"Harum"	382	"382-224-52-90"	"zachodniopomorskie"	"72-112"	"Bielice"	"ul. 3 Maja"	134
"StHi13910"	"Stanislaw"	"Hilgartner"	728	"728-145-64-73"	"mazowieckie"	"98-240"	"Szczodrzykowo"	"ul. Amarantowa"	127
"StIn2616"	"Stronislawa"	"Indrak"	215	"215-529-91-53"	"zachodniopomorskie"	"76-150"	"Ploskinia"	"ul. 6 Dywizji Piechoty"	99
"StKa17102"	"Stronislawa"	"Kartyczko"	868	"868-724-77-11"	"slaskie"	"11-440"	"Trzebun"	"Al. 1 Maja"	56
"StKi4995"	"Stanislawa"	"Kicinska vel Kita"	322	"322-942-75-910"	"podlaskie"	"56-100"	"Rzeszow"	"Al. Legionow"	55
"StKl6198"	"Stojgniew"	"Klenczar"	375	"375-758-93-81"	"malopolskie"	"81-195"	"Opole"	"Rondo Giedroycia Jerzego"	42
"StRe6109"	"Stojmir"	"Rejenko"	372	"372-269-72-210"	"mazowieckie"	"09-303"	"Ledziny"	"ul. 1 Maja"	144
"Stsl1445"	"Stronislawa"	"slimak"	164	"164-914-51-52"	"malopolskie"	"30-225"	"Katowice"	"Kopiec Pilsudskiego Jozefa"	79
"StSw955"	"Stronislawa"	"Swirydlo"	144	"144-321-94-94"	"lodzkie"	"26-612"	"Sopot"	"Pl. Wolnosci"	73
"StSz11643"	"Stella"	"Szumilinska"	623	"623-453-49-23"	"malopolskie"	"09-400"	"Kotlice-Kolonia"	"Skw. Sybirakow"	57
"StSz1460"	"Stronislaw"	"Szwajcarski"	165	"165-446-21-97"	"mazowieckie"	"41-803"	"Szczecin"	"ul. Atlasowa"	20
"StWa17073"	"Stronislawa"	"Walendowski"	867	"867-411-27-91"	"slaskie"	"63-400"	"Poznan"	"ul. Baonu Zoska"	56
"SuJa13984"	"Sulislaw"	"Jarmak"	731	"731-811-18-72"	"podkarpackie"	"63-021"	"Bydgoszcz"	"Pl. 11 Listopada"	52
"SuKo1272"	"Sulimierz"	"Kosteniewicz"	157	"157-919-87-16"	"podlaskie"	"60-453"	"Jurkowice"	"ul. Arktyczna"	122
"SuKr19942"	"Suliwoj"	"Krucynska"	997	"997-254-92-93"	"dolnoslaskie"	"19-404"	"Szczecin"	"ul. Anecinska"	67
"SuMe9892"	"Sulislaw"	"Metusewicz"	543	"543-965-79-13"	"dolnoslaskie"	"98-350"	"Wyszki"	"ul. Bankowcow"	148
"SuNy10291"	"Sulislaw"	"Nysiak"	563	"563-245-66-88"	"lubuskie"	"63-013"	"Wszewilki"	"ul. Arentowicza Zdzislawa"	102
"SuPi2412"	"Sulislawa"	"Pierzchat"	206	"206-628-24-12"	"malopolskie"	"14-405"	"Budzigniew"	"Os. Pilsudskiego Jozefa"	31
"SuSe996"	"Sulimiera"	"Seigerschmid"	145	"145-796-37-13"	"mazowieckie"	"85-790"	"Mokrosek"	"ul. Arnsztajnowej Franciszki"	66
"SuWa19189"	"Sulimir"	"Waskul"	964	"964-616-41-76"	"zachodniopomorskie"	"76-036"	"Gdansk"	"ul. Bangowska"	155
"swAz16214"	"swietomira"	"Azyan"	828	"828-235-23-80"	"mazowieckie"	"06-440"	"Plewnia"	"ul. 3 Maja"	15
"swBa7769"	"swietomira"	"Babota"	447	"447-782-79-710"	"slaskie"	"42-510"	"Mlodoszowice"	"Os. Szarych Szeregow"	29
"swEl8162"	"swietobor"	"Elbinski"	465	"465-878-76-87"	"swietokrzyskie"	"59-220"	"Krakow"	"Os. 1000 Lecia"	139
"swGo18791"	"swietopelk"	"Gomulka"	945	"945-696-23-60"	"dolnoslaskie"	"65-507"	"lodz"	"ul. Albatrosow"	86
"swIw6213"	"swiecimir"	"Iwanczewski"	376	"376-278-56-82"	"slaskie"	"32-305"	"Brzykow"	"ul. Akacjowa"	23
"swKa10336"	"swietochna"	"Kapijasz"	564	"564-811-79-48"	"wielkopolskie"	"98-170"	"Zabrze"	"Os. Nowe Osiedle"	78
"swKu2523"	"swiecimir"	"Kudypka"	211	"211-792-16-410"	"podkarpackie"	"54-516"	"Bystrzyca Klodzka"	"Os. Kopernika Mikolaja"	75
"swMi2063"	"swietochna"	"Micalowska"	192	"192-162-54-68"	"kujawsko-pomorskie"	"08-322"	"Rzeszow"	"ul. Archimedesa"	93
"swRy5953"	"swietochna"	"Rymisz"	364	"364-741-58-90"	"swietokrzyskie"	"78-460"	"Suszec"	"ul. Andyjska"	137
"swSt14699"	"swietobor"	"Stejnig"	763	"763-175-68-28"	"mazowieckie"	"05-303"	"Gabin"	"ul. Akacjowa"	135
"SyGl9833"	"Sylwia"	"Glaessner"	541	"541-654-26-55"	"slaskie"	"07-300"	"Grudziadz"	"Pl. Mazurski"	135
"SyKa18685"	"Symeon"	"Kantan"	941	"941-741-57-31"	"mazowieckie"	"55-120"	"Pruszkow"	"Pl. Dominikanski"	70
"Syla1329"	"Sylwana"	"laskow"	159	"159-892-58-15"	"podlaskie"	"45-533"	"Krakow"	"ul. Atlasa"	15
"Syla6353"	"Sylwiusz"	"lancuchowski"	382	"382-635-16-46"	"mazowieckie"	"35-223"	"Radom"	"ul. Alberta"	78
"SyLa8801"	"Sylwia"	"Lassau"	496	"496-423-63-67"	"opolskie"	"87-327"	"Morawica"	"Al. Gizyckiego Wladyslawa"	64
"SyNe16352"	"Sybilla"	"Nedbalski"	835	"835-118-86-80"	"malopolskie"	"44-310"	"Przedwojewo"	"ul. Barcewicza Stanislawa"	133
"SyPi7961"	"Sylwiusz"	"Piekurska"	456	"456-484-14-110"	"zachodniopomorskie"	"56-100"	"Bydgoszcz"	"Os. Czwartakow"	85
"SyRa7166"	"Sylwia"	"Raczywska"	418	"418-735-76-610"	"lubelskie"	"21-109"	"Warszawa"	"Pl. Wolnosci"	128
"Sysw3692"	"Sylwiusz"	"swirydon"	264	"264-218-18-66"	"dolnoslaskie"	"85-030"	"zory"	"Al. Lipowa"	35
"SySz7231"	"Sylwery"	"Szmergal"	422	"422-827-74-32"	"warminsko-mazurskie"	"43-303"	"Kedzierzyn-Kozle"	"ul. Armii Krajowej"	15
"SyWa6703"	"Sybilla"	"Warzych"	398	"398-718-46-76"	"mazowieckie"	"94-016"	"Koliszewo"	"Al. Jarzebinowa"	12
"SyWy16378"	"Symforiana"	"Wyrzynowicz"	835	"835-864-58-18"	"lubelskie"	"21-136"	"swietochlowice"	"ul. 3 Maja"	64
"SzBl13845"	"Szeliga"	"Blizat"	725	"725-717-55-23"	"zachodniopomorskie"	"18-100"	"Bialogard"	"ul. Armii Krajowej"	99
"SzBl8188"	"Szymon"	"Blumenferd"	467	"467-196-32-42"	"mazowieckie"	"66-415"	"Dziobin"	"ul. Bachledy Klimka"	115
"SzCh14770"	"Szwieciech"	"Chrenowski"	765	"765-845-42-52"	"podlaskie"	"61-758"	"lomy"	"Rynek Imienia Powstancow 1863"	24
"SzMi2478"	"Szarlota"	"Miatello"	208	"208-828-11-99"	"podkarpackie"	"42-274"	"Modrzewie"	"Pl. Legionow"	74
"SzOr3228"	"Szwieciech"	"Orof"	242	"242-453-51-25"	"malopolskie"	"62-604"	"Gustawow"	"ul. Aksamitna"	61
"SzRe570"	"Szeliga"	"Reknis"	125	"125-587-42-48"	"dolnoslaskie"	"59-335"	"Poznan"	"Os. Norwida Cypriana Kamila"	55
"SzSe18392"	"Szymon"	"Serduszko"	928	"928-555-74-410"	"wielkopolskie"	"20-045"	"Gdansk"	"ul. Armatorow"	55
"TaBo7871"	"Tacjusz"	"Bogdanionek"	453	"453-346-21-59"	"wielkopolskie"	"62-561"	"Rybarzowice"	"ul. 15 Sierpnia"	99
"TaBu6726"	"Taras"	"Bugdoll"	399	"399-442-55-23"	"zachodniopomorskie"	"85-554"	"Radom"	"ul. 3 Maja"	13
"TaCz14000"	"Tamara"	"Czerpowacki"	732	"732-556-93-36"	"mazowieckie"	"43-503"	"Bydgoszcz"	"Al. Papieza Jana Pawla II"	2
"TaCz4798"	"Tacjusz"	"Czuprys"	313	"313-672-58-85"	"pomorskie"	"28-210"	"Zielona Gora"	"Os. Robotnicze"	68
"TaFe12203"	"Tamara"	"Fedyczek"	648	"648-621-92-62"	"slaskie"	"44-300"	"Jasieniec"	"ul. 3 Maja"	109
"TaJa13799"	"Talita"	"Jaslan"	723	"723-535-95-81"	"podkarpackie"	"18-220"	"Gdansk"	"ul. Arkonska"	71
"TaKa4551"	"Tadeusza"	"Kawulski"	302	"302-428-93-15"	"zachodniopomorskie"	"98-170"	"Surmacze"	"Skw. Wiecha Wiecheckiego Stefana"	91
"TaMa15984"	"Tacjanna"	"Manturowicz"	818	"818-715-13-91"	"mazowieckie"	"13-306"	"Rososz"	"Al. IX Wiekow Kielc"	90
"TaPr14674"	"Talita"	"Przadkiewicz"	762	"762-192-95-52"	"malopolskie"	"16-310"	"Ludow Polski"	"ul. Abrahama Romana (Generala Romana Abrahama)"	127
"TaSc8639"	"Talita"	"Schweitzer"	488	"488-273-46-10"	"opolskie"	"41-706"	"Rogaczewo"	"Grobla Opatowicka"	2
"TaSi9798"	"Tatiana"	"Simonajc"	539	"539-287-67-11"	"mazowieckie"	"41-948"	"Lublin"	"ul. Anielewicza Mordechaja"	103
"TaSk6544"	"Tacjanna"	"Sklodzka"	391	"391-716-97-17"	"podlaskie"	"82-200"	"Izbiczno"	"ul. Asnyka Adama"	123
"Taza4948"	"Tacjanna"	"zagdanska"	321	"321-348-65-25"	"mazowieckie"	"44-152"	"Wodzislaw slaski"	"Pl. Gwardii Ludowej"	118
"TeBl11852"	"Tegomir"	"Bledowski"	632	"632-968-97-23"	"mazowieckie"	"78-500"	"Karsin"	"ul. Asnyka Adama"	45
"TeCh12023"	"Teodora"	"Churchill"	641	"641-287-28-610"	"mazowieckie"	"96-503"	"Kepica"	"ul. Adama"	90
"TeCz13169"	"Teodozja"	"Czeban"	693	"693-638-22-76"	"dolnoslaskie"	"11-210"	"lodz"	"Os. Podzamcze Sek. B"	104
"TeKi1171"	"Teobald"	"Kimber"	154	"154-228-36-21"	"opolskie"	"40-219"	"Siedlce"	"ul. Augustianska"	41
"TeKl261"	"Telimena"	"Klimczewski"	112	"112-649-39-17"	"lubelskie"	"27-500"	"Katowice"	"Os. Wladyslawa lokietka"	5
"TeKu138"	"Tekla"	"Kudzinski"	106	"106-657-49-610"	"warminsko-mazurskie"	"07-322"	"Warszawa"	"Al. Niepodleglosci"	147
"TeKu7790"	"Teresa"	"Kuricyna"	448	"448-693-59-39"	"malopolskie"	"38-710"	"Bosowice"	"ul. Andromedy"	79
"TeLo2254"	"Telimena"	"Lokosz"	199	"199-263-72-66"	"swietokrzyskie"	"32-340"	"Plock"	"Al. Jerozolimskie"	142
"TePe4563"	"Tegomir"	"Peglau"	302	"302-831-99-93"	"wielkopolskie"	"06-408"	"zalin"	"Skw. Sikorskiego Wladyslawa (Generala Wladyslawa Sikorskiego)"	153
"TeRa897"	"Terencjusz"	"Rabiszewski"	141	"141-949-32-63"	"lubelskie"	"62-400"	"Parzynow"	"Al. Bohaterow Warszawy"	141
"TeSo2845"	"Telislawa"	"Solmowski"	225	"225-992-81-48"	"lubuskie"	"42-290"	"Szklary-Huta"	"Pl. Obroncow Lublina"	101
"TeSz17320"	"Tezeusz"	"Szepiczek"	877	"877-852-36-97"	"slaskie"	"10-192"	"Warszawa"	"Planty Ofiar Getta"	65
"TeTa19731"	"Telesfor"	"Tawsznik"	988	"988-455-71-69"	"pomorskie"	"51-520"	"Kolebki"	"Pl. Warynskiego Ludwika"	65
"TeTe12288"	"Teresa"	"Terejkowicz"	652	"652-796-44-43"	"wielkopolskie"	"81-837"	"Chwalow"	"Al. Powstancow Wielkopolskich"	89
"TeZe15066"	"Teofila"	"Zelobowska"	778	"778-369-49-310"	"slaskie"	"55-200"	"Zabrze"	"Al. Politechniki"	14
"ToCh3327"	"Tomira"	"Chliwa"	245	"245-713-81-74"	"kujawsko-pomorskie"	"41-814"	"Sosnowiec"	"ul. 3 Maja"	46
"ToCz3432"	"Tomasz"	"Czirlok"	251	"251-646-34-39"	"kujawsko-pomorskie"	"99-232"	"Solina"	"ul. 3 Maja"	88
